"","id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","weight_Kg","weight_class"
"1100","2727-P",90,1459.92137493845,"BFEUV","Houston","Texas","France","National Pumpkin Festival","1880 M","1228 E",404,1430,-1,"Hooligan",662.095861650091,"heavy"
"1101","2894-P",51,1454.86367859412,"CVZCW","New York","New York","USA","Local Pumpkin Festival","1742 P","1503 O",402,1458,-1,"White Pumpkin",659.802121811392,"heavy"
"1102","2651-P",37,1449.0203473838,"JTHJL","Chicago","New York","USA","Regional Pumpkin Festival","1264 B","1985 P",410,1483,0,"Hooligan",657.152084981317,"heavy"
"1103","2063-P",45,1432.63382104132,"FLCCF","Nottingham","Florida","UK","National Pumpkin Festival","1538 A","1443 T",394,1370,1,"Lady Godiva",649.720553760237,"heavy"
"1104","2557-P",78,1426.67030488886,"YFPGW","Houston","Texas","France","National Pumpkin Festival","1900 X","1072 K",393,1352,3,"Hooligan",647.016011287465,"heavy"
"1105","2278-P",65,1416.10477444902,"NVGDN","New York","New York","France","Regional Pumpkin Festival","1023 U","1773 E",418,1622,-13,"White Pumpkin",642.224387505225,"heavy"
"1106","2475-P",72,1407.105599734,"GWIPE","Los Angeles","California","USA","Regional Pumpkin Festival","1810 I","1450 E",419,1577,-8,"Lady Godiva",638.143129131066,"heavy"
"1107","2413-P",12,1390.16057083607,"YCMEN","Paris","California","UK","National Pumpkin Festival","1671 C","1054 T",413,1575,-12,"Porcelain Doll",630.458308769191,"heavy"
"1108","2231-P",99,1365.10283705499,"BYBLE","Nottingham","California","USA","Local Pumpkin Festival","1524 W","1953 Z",401,1460,-10,"White Pumpkin",619.094257167796,"heavy"
"1109","2392-P",7,1357.66410798952,"TXMKG","New York","New York","France","National Pumpkin Festival","1990 J","1257 R",392,1313,8,"Hooligan",615.720683895474,"heavy"
"1110","2541-P",73,1368.00206349697,"WGGQJ","New York","Texas","USA","Local Pumpkin Festival","1331 B","1954 M",15,-2,-5,"Porcelain Doll",620.409099091596,"heavy"
"1111","2448-P",34,1351.97495159414,"BKMHM","New York","Florida","UK","Local Pumpkin Festival","1895 B","1882 H",380,1277,8,"White Pumpkin",613.140567616388,"heavy"
"1112","2528-P",72,1349.40322200973,"MIUMC","Paris","Texas","UK","Local Pumpkin Festival","1274 A","1492 J",391,1334,4,"Hooligan",611.974250344547,"heavy"
"1113","2706-P",98,1348.46734080277,"VWVYW","Chicago","New York","UK","National Pumpkin Festival","1235 P","1203 R",392,1334,-5,"White Pumpkin",611.549814423027,"heavy"
"1114","2405-P",66,1328.72767178807,"FUFIS","Houston","California","France","Regional Pumpkin Festival","1209 H","1120 T",0,-3,0,"Porcelain Doll",602.597583577358,"heavy"
"1115","2095-P",52,1322.61734255683,"TNVFR","Paris","Florida","France","Local Pumpkin Festival","1593 O","1932 M",402,1415,-8,"Hooligan",599.826459209445,"heavy"
"1116","2905-P",41,1318.94663104508,"CUCCU","Chicago","California","USA","Regional Pumpkin Festival","1856 Q","1374 K",371,1196,16,"Porcelain Doll",598.161737435411,"heavy"
"1117","2659-P",1,1323.08370002359,"WSWAF","Chicago","New York","USA","National Pumpkin Festival","1901 F","1455 D",391,1351,-2,"Porcelain Doll",600.037959194373,"heavy"
"1118","2442-P",77,1308.73638246302,"RFKWM","Chicago","Florida","France","Local Pumpkin Festival","1311 L","1353 E",403,1469,-8,"Hooligan",593.531239212252,"heavy"
"1119","2119-P",84,1320.11764252745,"JWZTK","Nottingham","California","France","Regional Pumpkin Festival","1660 R","1709 A",372,1195,14,"Porcelain Doll",598.69280840247,"heavy"
"1120","2460-P",32,1317.57487099431,"BHRRQ","New York","Florida","USA","Local Pumpkin Festival","1477 K","1757 V",5,-1,-2,"Hooligan",597.539624033703,"heavy"
"1121","2795-P",4,1319.45853715427,"TMPSU","Houston","Florida","UK","National Pumpkin Festival","1749 X","1735 X",-4,-1,-1,"White Pumpkin",598.39389440103,"heavy"
"1122","2954-P",44,1312.02632439099,"UPBEL","Los Angeles","Texas","USA","Regional Pumpkin Festival","1422 U","1723 V",386,1281,5,"Porcelain Doll",595.023276367797,"heavy"
"1123","2835-P",94,1302.73499416374,"NERQF","Nottingham","New York","UK","Local Pumpkin Festival","1650 V","1812 S",366,1142,12,"Lady Godiva",590.809521162692,"heavy"
"1124","2270-P",70,1289.93964301366,"DCRIH","Nottingham","New York","UK","National Pumpkin Festival","1170 G","1743 Q",396,1342,-8,"White Pumpkin",585.006640822523,"heavy"
"1125","2828-P",54,1275.20612048358,"DHGBO","New York","Texas","UK","National Pumpkin Festival","1346 N","1547 A",371,1169,10,"Porcelain Doll",578.324771194366,"heavy"
"1126","2780-P",34,1258.98830641247,"BNXWC","Nottingham","New York","USA","Regional Pumpkin Festival","1080 B","1351 G",377,1201,8,"Hooligan",570.969753475045,"heavy"
"1127","2593-P",74,1256.92113913409,"XMHJV","Chicago","Florida","USA","National Pumpkin Festival","1200 O","1532 P",-1,-1,-4,"Lady Godiva",570.032262645848,"heavy"
"1128","2937-P",84,1241.32808696944,"ONJSV","Nottingham","Texas","France","National Pumpkin Festival","1469 V","1212 P",383,1240,-4,"Lady Godiva",562.960583659611,"heavy"
"1129","2569-P",76,1237.46837132238,"KLXHJ","Los Angeles","New York","USA","Regional Pumpkin Festival","1824 W","1159 C",-3,-1,5,"Hooligan",561.210145724435,"heavy"
"1130","2800-P",87,1226.13649653923,"EJBNM","Nottingham","Florida","France","National Pumpkin Festival","1844 O","1528 D",371,1170,9,"Porcelain Doll",556.070973487178,"heavy"
"1131","2503-P",19,1222.85034400225,"EZOVY","Los Angeles","California","USA","National Pumpkin Festival","1192 I","1878 Q",388,1301,-11,"Hooligan",554.580654876302,"heavy"
"1132","2950-P",62,1229.55082719214,"ETSHU","Paris","Florida","France","Regional Pumpkin Festival","1024 G","1744 B",357,1073,18,"Hooligan",557.619422762876,"heavy"
"1133","2668-P",86,1210.95382120926,"SXZTD","Houston","Texas","USA","Local Pumpkin Festival","1182 X","1502 Q",366,1113,4,"Lady Godiva",549.185406444108,"heavy"
"1134","2319-P",91,1208.95231374353,"MHJBF","Chicago","Texas","USA","Regional Pumpkin Festival","1963 G","1319 R",355,1052,10,"Hooligan",548.277693307724,"heavy"
"1135","2390-P",73,1197.65239041392,"SXGRI","Paris","New York","France","Regional Pumpkin Festival","1765 U","1948 V",380,1273,-4,"White Pumpkin",543.153011525586,"heavy"
"1136","2916-P",96,1181.42404851038,"XPNYN","Paris","New York","UK","Regional Pumpkin Festival","1602 E","1711 U",398,1418,-21,"Hooligan",535.793219279084,"heavy"
"1137","2367-P",32,1185.78081822768,"GMXIL","Paris","California","USA","Regional Pumpkin Festival","1833 O","1909 H",389,1296,-5,"White Pumpkin",537.769078561305,"heavy"
"1138","2280-P",51,1163.79891676735,"XBJKK","Houston","Florida","UK","Regional Pumpkin Festival","1550 K","1602 J",373,1147,7,"Porcelain Doll",527.799962252767,"heavy"
"1139","2337-P",14,1171.8425376974,"SFMHU","Houston","Texas","France","Regional Pumpkin Festival","1751 H","1096 S",384,1214,-1,"Lady Godiva",531.447862901317,"heavy"
"1140","2868-P",22,1164.8504505083,"NKUXS","Los Angeles","Florida","France","Local Pumpkin Festival","1413 V","1085 M",390,1356,-17,"White Pumpkin",528.276848303082,"heavy"
"1141","2117-P",54,1161.88919139002,"LFDEU","New York","Texas","UK","National Pumpkin Festival","1094 N","1289 E",370,1101,2,"Lady Godiva",526.933873646265,"heavy"
"1142","2134-P",73,1163.215853489,"FVEOU","New York","Florida","France","National Pumpkin Festival","1952 N","1201 E",379,1262,-4,"Porcelain Doll",527.535534462133,"heavy"
"1143","2780-P",7,1161.58413676545,"FBJCA","New York","New York","France","Regional Pumpkin Festival","1551 E","1458 Z",379,1233,-8,"Lady Godiva",526.795526877755,"heavy"
"1144","2692-P",21,1154.64198595379,"IWPPM","New York","Florida","UK","Local Pumpkin Festival","1225 Q","1487 E",372,1117,5,"Lady Godiva",523.647159162715,"heavy"
"1145","2606-P",92,1144.49363107327,"MNTRY","Houston","Texas","France","Regional Pumpkin Festival","1391 N","1860 Z",397,1358,-20,"Lady Godiva",519.044730645476,"heavy"
"1146","2978-P",27,1131.94780195225,"KNCBT","Houston","California","France","National Pumpkin Festival","1454 I","1771 T",359,1079,9,"Lady Godiva",513.355012223243,"heavy"
"1147","2003-P",35,1115.94750277139,"OKVKA","Chicago","Texas","USA","National Pumpkin Festival","1908 L","1893 N",363,1080,1,"Hooligan",506.09864071265,"heavy"
"1148","2587-P",25,1088.17031431012,"VOATA","Chicago","Texas","France","Local Pumpkin Festival","1611 D","1984 A",361,1091,3,"White Pumpkin",493.50127633112,"medium"
"1149","2465-P",78,1095.2163827559,"QGPOH","Nottingham","Florida","USA","Local Pumpkin Festival","1672 B","1308 K",361,1096,5,"Lady Godiva",496.696772224897,"medium"
"1150","2840-P",85,1090.32871312555,"TMFDF","Los Angeles","California","USA","Regional Pumpkin Festival","1824 B","1856 H",356,1006,11,"White Pumpkin",494.480142007052,"medium"
"1151","2042-P",86,1101.07076349389,"ZDYLH","New York","Florida","UK","Local Pumpkin Festival","1882 E","1751 I",363,1117,-5,"Lady Godiva",499.351820178634,"medium"
"1152","2838-P",69,1095.3487518169,"DNHVQ","New York","Florida","France","Local Pumpkin Festival","1592 X","1889 L",5,-5,5,"Lady Godiva",496.756803545079,"medium"
"1153","2317-P",56,1087.66188196186,"YOUGO","Chicago","Florida","UK","Local Pumpkin Festival","1869 N","1910 I",359,1044,0,"Hooligan",493.270694767283,"medium"
"1154","2960-P",34,1084.7110411413,"TXDIM","Paris","Texas","France","National Pumpkin Festival","1449 Q","1634 H",4,0,5,"White Pumpkin",491.932444962041,"medium"
"1155","2847-P",92,1087.87153732684,"JNFYN","Houston","New York","France","Regional Pumpkin Festival","1405 R","1971 W",367,1092,1,"Lady Godiva",493.365776565458,"medium"
"1156","2413-P",17,1083.7105807513,"OAIXS","New York","New York","UK","National Pumpkin Festival","1262 J","1798 U",372,1197,-11,"Hooligan",491.478721429161,"medium"
"1157","2439-P",69,1068.77685872838,"WWEOF","Houston","Texas","USA","Local Pumpkin Festival","1413 J","1869 U",365,1133,-5,"White Pumpkin",484.706058380217,"medium"
"1158","2880-P",26,1062.7180377366,"GNQWM","New York","California","France","Local Pumpkin Festival","1642 I","1124 F",367,1110,1,"White Pumpkin",481.958293758096,"medium"
"1159","2327-P",51,1069.52261071,"XINEI","Houston","California","UK","Local Pumpkin Festival","1654 Q","1074 U",358,999,6,"Lady Godiva",485.044267895693,"medium"
"1160","2191-P",62,1063.71388732083,"YLFGL","Paris","New York","USA","National Pumpkin Festival","1615 Q","1643 R",344,930,17,"White Pumpkin",482.409926222599,"medium"
"1161","2038-P",91,1057.35730469711,"BSUFD","Nottingham","New York","France","National Pumpkin Festival","1058 S","1495 Q",361,1064,-3,"Porcelain Doll",479.527122311615,"medium"
"1162","2895-P",65,1047.35493411403,"HDGAF","Nottingham","Florida","UK","Local Pumpkin Festival","1180 Y","1203 O",363,1067,-8,"Lady Godiva",474.990899824958,"medium"
"1163","2712-P",65,1033.04346599244,"DZCVM","Chicago","California","France","Regional Pumpkin Festival","1173 Y","1324 Y",374,1159,-10,"Lady Godiva",468.500438091808,"medium"
"1164","2954-P",80,1031.90108208451,"QSQYJ","New York","California","France","Local Pumpkin Festival","1860 A","1196 L",365,1120,-3,"White Pumpkin",467.982350151707,"medium"
"1165","2874-P",75,1023.02104218863,"MIAIS","Los Angeles","California","USA","Regional Pumpkin Festival","1115 G","1362 Q",2,-4,-2,"Hooligan",463.955121173982,"medium"
"1166","2471-P",55,1006.84950051513,"JULKI","New York","New York","UK","Local Pumpkin Festival","1865 A","1458 W",315,753,35,"Porcelain Doll",456.621088668991,"medium"
"1167","2996-P",46,1001.3421424469,"ZTVOB","New York","Florida","UK","National Pumpkin Festival","1202 D","1360 E",363,1068,-2,"Hooligan",454.123420610838,"medium"
"1168","2519-P",4,989.411586174741,"LXXMK","New York","Florida","France","Local Pumpkin Festival","1129 U","1444 F",359,1037,0,"Lady Godiva",448.712737494214,"medium"
"1169","2123-P",54,973.054658772424,"ISOLU","Paris","Florida","UK","National Pumpkin Festival","1059 J","1912 X",355,980,-6,"White Pumpkin",441.294629828764,"medium"
"1170","2972-P",8,943.764493850991,"OBUDA","Chicago","New York","USA","Local Pumpkin Festival","1353 A","1096 G",348,986,0,"Lady Godiva",428.011108322445,"medium"
"1171","2904-P",29,944.092882046476,"JUHBT","Paris","New York","France","Regional Pumpkin Festival","1204 Q","1765 V",341,927,0,"Hooligan",428.160037209286,"medium"
"1172","2946-P",21,952.790080068074,"AGEMU","Chicago","Florida","France","National Pumpkin Festival","1309 V","1158 Q",359,1068,-14,"Porcelain Doll",432.104344702074,"medium"
"1173","2111-P",99,951.390554160811,"HNWPP","Nottingham","Florida","UK","National Pumpkin Festival","1605 B","1115 S",373,1141,-17,"Hooligan",431.469639075198,"medium"
"1174","2511-P",98,923.368617319502,"MQEAD","Nottingham","New York","UK","Local Pumpkin Festival","1902 Q","1786 Z",336,842,12,"Lady Godiva",418.761277695919,"medium"
"1175","2529-P",58,932.656020880863,"VFETH","New York","California","France","National Pumpkin Festival","1484 G","1633 Y",355,979,-3,"Lady Godiva",422.973252100165,"medium"
"1176","2523-P",4,916.25409645997,"JKEDN","Nottingham","New York","UK","National Pumpkin Festival","1995 B","1966 J",357,1007,-7,"Hooligan",415.534737623569,"medium"
"1177","2813-P",71,908.048621008359,"JTDYT","Paris","Florida","USA","National Pumpkin Festival","1608 F","1151 U",342,875,-1,"Lady Godiva",411.813433563882,"medium"
"1178","2889-P",69,916.743936209939,"WZFIT","Houston","New York","France","Local Pumpkin Festival","1050 S","1810 Y",337,868,5,"Lady Godiva",415.756887170041,"medium"
"1179","2131-P",54,905.691233285703,"SJWWZ","Paris","Texas","France","National Pumpkin Festival","1687 A","1259 Q",321,802,18,"Lady Godiva",410.744323485579,"medium"
"1180","2471-P",80,917.519082710147,"IHRQK","Nottingham","Florida","USA","Regional Pumpkin Festival","1046 Q","1026 F",1,4,-3,"Porcelain Doll",416.108427532946,"medium"
"1181","2173-P",35,914.302209839784,"OSMOE","Chicago","Florida","UK","Regional Pumpkin Festival","1025 O","1623 F",356,1030,-15,"White Pumpkin",414.649528272011,"medium"
"1182","2201-P",22,900.741031026468,"JESWK","Chicago","California","USA","National Pumpkin Festival","1756 V","1063 A",346,913,-5,"Lady Godiva",408.499333798852,"medium"
"1183","2618-P",11,893.43142681811,"AQIFI","New York","Florida","UK","Regional Pumpkin Festival","1693 D","1011 B",329,836,7,"Hooligan",405.184320552431,"medium"
"1184","2251-P",13,894.175120917149,"LMJQG","Nottingham","Florida","UK","Local Pumpkin Festival","1039 U","1753 K",333,859,2,"Porcelain Doll",405.521596787823,"medium"
"1185","2303-P",76,892.586214723065,"XAJFU","Paris","Florida","France","National Pumpkin Festival","1252 O","1862 H",297,630,44,"Hooligan",404.801004409554,"medium"
"1186","2158-P",35,891.309837670065,"PFMQQ","New York","California","UK","National Pumpkin Festival","1387 B","1143 S",324,777,13,"Lady Godiva",404.222148603204,"medium"
"1187","2207-P",39,882.739487770014,"DOTQH","Chicago","New York","USA","Local Pumpkin Festival","1184 R","1766 T",351,976,-12,"White Pumpkin",400.335368603181,"medium"
"1188","2184-P",37,888.187117780559,"XSYRP","Houston","Texas","France","Local Pumpkin Festival","1983 X","1237 V",351,983,-7,"White Pumpkin",402.805949106829,"medium"
"1189","2650-P",71,863.170127414167,"PHLBL","Houston","California","UK","National Pumpkin Festival","1360 D","1224 B",328,820,9,"Lady Godiva",391.46037524452,"medium"
"1190","2406-P",22,866.138680192083,"TVHFI","Los Angeles","Florida","USA","Regional Pumpkin Festival","1429 X","1735 Z",3,-5,3,"Porcelain Doll",392.806657683484,"medium"
"1191","2330-P",2,868.246056910604,"OYHIE","Los Angeles","California","USA","Local Pumpkin Festival","1212 K","1074 J",356,980,-12,"Lady Godiva",393.762384086442,"medium"
"1192","2021-P",42,864.745090812445,"YWTBT","New York","New York","France","Regional Pumpkin Festival","1532 U","1981 L",332,850,3,"Lady Godiva",392.174644359385,"medium"
"1193","2977-P",96,870.394064273685,"ZVXBJ","Nottingham","Florida","USA","National Pumpkin Festival","1274 G","1424 A",338,886,-6,"Porcelain Doll",394.736537085572,"medium"
"1194","2399-P",74,871.913110012189,"HWQRG","Los Angeles","California","UK","Regional Pumpkin Festival","1437 Z","1975 R",345,925,-5,"Hooligan",395.425446717546,"medium"
"1195","2924-P",98,846.918624854647,"LMBPS","Chicago","California","USA","Local Pumpkin Festival","1759 K","1065 I",429,1705,-54,"Lady Godiva",384.090079299159,"medium"
"1196","2583-P",13,845.425415704027,"WBOUF","Chicago","California","USA","Regional Pumpkin Festival","1471 Q","1356 R",-1,2,2,"Lady Godiva",383.412886940602,"medium"
"1197","2742-P",91,843.392897499725,"INYWL","Chicago","New York","USA","Regional Pumpkin Festival","1064 K","1166 Y",327,836,4,"Lady Godiva",382.4911099772,"medium"
"1198","2018-P",50,840.75444802735,"OCMOI","Paris","California","USA","National Pumpkin Festival","1572 U","1858 K",-3,5,2,"Hooligan",381.294534252766,"medium"
"1199","2996-P",36,833.358838224225,"FMMVA","Paris","New York","UK","Regional Pumpkin Festival","1748 F","1413 D",328,817,8,"Hooligan",377.940516201462,"medium"
"1200","2457-P",35,840.004296779074,"KUROO","Paris","New York","France","National Pumpkin Festival","1222 U","1524 X",346,967,-13,"Lady Godiva",380.954329605022,"medium"
"1201","2957-P",46,823.396612899378,"DPLWV","Houston","California","USA","Regional Pumpkin Festival","1642 N","1110 B",341,934,-14,"White Pumpkin",373.422500181124,"medium"
"1202","2186-P",74,820.750105980784,"JVSNI","Houston","Texas","France","Regional Pumpkin Festival","1793 N","1121 D",358,1066,-25,"Lady Godiva",372.22227028607,"medium"
"1203","2661-P",7,820.537313759513,"UJDWB","Los Angeles","Florida","USA","National Pumpkin Festival","1540 X","1557 P",339,896,-6,"Lady Godiva",372.12576587733,"medium"
"1204","2189-P",58,805.202188944258,"VLQII","Paris","New York","France","National Pumpkin Festival","1599 F","1304 W",338,861,-11,"White Pumpkin",365.171060745695,"medium"
"1205","2809-P",59,803.725795606151,"RNINC","New York","Florida","USA","Regional Pumpkin Festival","1187 Q","1449 D",356,1036,-23,"Hooligan",364.501494605964,"medium"
"1206","2910-P",72,801.217244466767,"ZLYPC","Paris","Texas","France","Regional Pumpkin Festival","1872 I","1280 T",348,936,-10,"Lady Godiva",363.363829690144,"medium"
"1207","2287-P",26,811.262976492755,"GMVKS","Los Angeles","California","USA","National Pumpkin Festival","1228 W","1836 N",342,924,-9,"White Pumpkin",367.919717230274,"medium"
"1208","2689-P",88,779.479860194959,"ATVVB","New York","Florida","USA","National Pumpkin Festival","1008 A","1762 U",325,750,7,"Hooligan",353.505605530594,"medium"
"1209","2600-P",19,787.101155427285,"RIESZ","Los Angeles","California","France","National Pumpkin Festival","1174 I","1102 K",319,766,5,"Hooligan",356.961975250469,"medium"
"1210","2603-P",59,782.056451825425,"CRSHD","Paris","Texas","USA","Regional Pumpkin Festival","1381 S","1027 P",328,796,-5,"Porcelain Doll",354.674127811984,"medium"
"1211","2804-P",24,789.275026120245,"MDXBT","Nottingham","California","France","Regional Pumpkin Festival","1369 Z","1983 Z",-2,-5,-4,"White Pumpkin",357.947857650905,"medium"
"1212","2505-P",49,777.016589249484,"FCAAB","Chicago","Texas","UK","Local Pumpkin Festival","1601 F","1707 N",332,855,-11,"Porcelain Doll",352.388475850106,"medium"
"1213","2396-P",20,781.060817066021,"VLUZL","New York","Texas","France","National Pumpkin Festival","1701 A","1320 G",4,5,-1,"Lady Godiva",354.222592773706,"medium"
"1214","2968-P",85,764.283436464146,"UGYVV","New York","Texas","UK","Local Pumpkin Festival","1035 L","1727 O",300,616,29,"Lady Godiva",346.6138033851,"medium"
"1215","2397-P",81,760.406788408756,"SMUZF","Chicago","New York","USA","Regional Pumpkin Festival","1676 Q","1961 I",319,739,5,"White Pumpkin",344.855686353177,"medium"
"1216","2696-P",80,757.342098544352,"MZXJP","Los Angeles","Texas","UK","Regional Pumpkin Festival","1529 E","1193 E",313,712,10,"White Pumpkin",343.465804328504,"medium"
"1217","2951-P",12,756.303777119145,"UPKXP","Los Angeles","California","USA","Regional Pumpkin Festival","1980 Y","1409 J",333,847,-16,"White Pumpkin",342.994910258116,"medium"
"1218","2183-P",32,753.736104990728,"KKMFN","Paris","California","UK","Regional Pumpkin Festival","1781 R","1661 R",327,815,-9,"Porcelain Doll",341.830433102371,"medium"
"1219","2669-P",55,741.0290771937,"HSVWZ","Paris","Texas","France","National Pumpkin Festival","1865 W","1458 C",329,779,-7,"Porcelain Doll",336.067608704626,"medium"
"1220","2567-P",99,730.774010467343,"AVCJF","Nottingham","Texas","USA","Local Pumpkin Festival","1292 W","1781 Q",-4,-5,-2,"Porcelain Doll",331.416784792446,"medium"
"1221","2766-P",29,725.215363201685,"BEOVS","Los Angeles","New York","USA","National Pumpkin Festival","1261 A","1648 W",-3,-4,-1,"Lady Godiva",328.895856327295,"medium"
"1222","2882-P",62,710.816514972411,"AMTAU","Houston","Florida","USA","Regional Pumpkin Festival","1772 V","1803 W",343,924,-22,"Hooligan",322.365766427397,"medium"
"1223","2059-P",69,710.514461547136,"HGSDU","Paris","New York","UK","National Pumpkin Festival","1394 D","1533 H",319,747,-7,"White Pumpkin",322.228780747001,"medium"
"1224","2035-P",76,702.639367505908,"LWVTB","New York","Texas","USA","Local Pumpkin Festival","1292 B","1279 V",-2,-2,4,"Hooligan",318.657309526489,"medium"
"1225","2548-P",30,702.399018846825,"HRAMK","Paris","Texas","USA","Regional Pumpkin Festival","1100 I","1238 M",315,709,-1,"Hooligan",318.548307867041,"medium"
"1226","2493-P",61,700.59989000205,"XWIFH","Nottingham","Florida","USA","National Pumpkin Festival","1862 H","1532 Q",312,730,-6,"White Pumpkin",317.732376418163,"medium"
"1227","2935-P",43,695.594866933115,"HMYDQ","Nottingham","Florida","France","National Pumpkin Festival","1082 G","1346 Q",5,-5,4,"Lady Godiva",315.46252468622,"medium"
"1228","2083-P",12,699.231687504798,"OIFXT","Chicago","Florida","USA","National Pumpkin Festival","1464 U","1680 O",311,691,-1,"Porcelain Doll",317.11187641941,"medium"
"1229","2832-P",99,692.326785236783,"PDCAT","Chicago","New York","France","Regional Pumpkin Festival","1581 S","1976 U",3,-5,-5,"Hooligan",313.980401467929,"medium"
"1230","2571-P",52,688.662288862094,"ZRVPE","Houston","Florida","France","Local Pumpkin Festival","1287 Z","1690 A",306,689,2,"Hooligan",312.318498350156,"medium"
"1231","2281-P",71,678.438481752016,"VXCRB","Nottingham","California","France","Local Pumpkin Festival","1173 I","1971 D",322,754,-6,"Lady Godiva",307.681851134701,"medium"
"1232","2329-P",71,668.156995186396,"BVTUA","Los Angeles","Florida","USA","Regional Pumpkin Festival","1755 X","1352 U",312,692,-2,"Hooligan",303.019045436007,"medium"
"1233","2565-P",37,668.769476422109,"AHPLC","New York","New York","UK","Local Pumpkin Festival","1450 Q","1249 D",-5,-1,1,"Lady Godiva",303.296814703904,"medium"
"1234","2354-P",38,670.685544631444,"PLQMS","Houston","California","USA","Regional Pumpkin Festival","1367 F","1558 E",310,686,-3,"Hooligan",304.165779878206,"medium"
"1235","2085-P",13,654.58983691968,"ZAING","Chicago","New York","France","Regional Pumpkin Festival","1690 L","1390 R",296,607,8,"White Pumpkin",296.866139192599,"medium"
"1236","2782-P",49,645.964388420805,"DCIAV","Chicago","California","UK","Local Pumpkin Festival","1428 Q","1319 W",315,704,-11,"White Pumpkin",292.954371165898,"medium"
"1237","2152-P",5,640.076067059487,"XHZAD","New York","Texas","UK","Regional Pumpkin Festival","1310 D","1429 Y",307,645,2,"Lady Godiva",290.283930639223,"medium"
"1238","2442-P",13,618.152851884253,"BNRVK","Paris","Florida","France","Regional Pumpkin Festival","1583 T","1679 R",299,630,-6,"Porcelain Doll",280.341429425965,"medium"
"1239","2825-P",85,618.422117676586,"PRJET","Nottingham","California","UK","National Pumpkin Festival","1168 Y","1640 O",297,630,-1,"White Pumpkin",280.463545431558,"medium"
"1240","2997-P",67,611.785790789872,"PNURW","Paris","California","UK","Local Pumpkin Festival","1075 J","1058 T",296,580,7,"Porcelain Doll",277.453873374092,"medium"
"1241","2793-P",5,595.376351447776,"JPZTW","Paris","Florida","France","Regional Pumpkin Festival","1498 K","1966 G",290,580,7,"White Pumpkin",270.011950769966,"medium"
"1242","2499-P",81,603.230941045098,"GCXNH","Paris","New York","France","Local Pumpkin Festival","1200 I","1612 J",305,670,-8,"Hooligan",273.574122922947,"medium"
"1243","2303-P",13,585.792786555365,"HZTNH","Los Angeles","New York","USA","National Pumpkin Festival","1680 F","1775 D",-3,-5,3,"Hooligan",265.6656628369,"medium"
"1244","2088-P",97,571.574616902508,"GRZAQ","Nottingham","Texas","UK","Regional Pumpkin Festival","1175 N","1062 K",287,549,2,"Porcelain Doll",259.217513334471,"medium"
"1245","2457-P",95,571.068927513435,"JULPZ","Nottingham","Florida","France","Local Pumpkin Festival","1375 U","1918 O",-5,3,-1,"Lady Godiva",258.988175743055,"medium"
"1246","2709-P",99,571.737779505551,"NDJKI","Chicago","Florida","USA","Regional Pumpkin Festival","1938 V","1338 K",288,541,1,"Porcelain Doll",259.291509979842,"medium"
"1247","2326-P",20,574.526872470602,"PVREO","Los Angeles","California","USA","National Pumpkin Festival","1999 U","1236 A",289,535,3,"Hooligan",260.556404748573,"medium"
"1248","2051-P",74,562.894963121042,"EWDYY","Houston","Texas","UK","Local Pumpkin Festival","1702 Z","1454 I",295,622,-11,"White Pumpkin",255.281162413171,"medium"
"1249","2794-P",73,564.092892805114,"TGRRO","Los Angeles","New York","USA","Local Pumpkin Festival","2000 Y","1549 D",298,590,-5,"Porcelain Doll",255.824441181458,"medium"
"1250","2770-P",20,567.844249639846,"CSJOM","Los Angeles","California","UK","Local Pumpkin Festival","1319 V","1140 V",301,612,-12,"Lady Godiva",257.525736798116,"medium"
"1251","2625-P",37,565.93529345002,"GOTZX","Chicago","Florida","UK","Regional Pumpkin Festival","1548 J","1160 E",289,533,3,"White Pumpkin",256.659997029488,"medium"
"1252","2677-P",56,561.12948622182,"LVMCC","Chicago","Florida","UK","Local Pumpkin Festival","1019 G","1985 W",292,589,-9,"White Pumpkin",254.480492617605,"medium"
"1253","2649-P",73,559.218638977036,"EPKEL","New York","Texas","USA","Regional Pumpkin Festival","1845 T","1330 E",-5,0,-5,"Porcelain Doll",253.613895227681,"medium"
"1254","2512-P",48,545.334686283208,"YKJVD","Chicago","New York","USA","Regional Pumpkin Festival","1476 P","1406 J",6,-5,-2,"White Pumpkin",247.317318042271,"medium"
"1255","2368-P",41,536.280151223764,"LOBMR","Chicago","California","France","National Pumpkin Festival","1232 W","1404 L",-4,1,-1,"White Pumpkin",243.210952935947,"medium"
"1256","2063-P",74,530.159301244281,"HFJMI","Nottingham","California","UK","Local Pumpkin Festival","1726 N","1526 V",273,463,17,"Lady Godiva",240.435057253642,"medium"
"1257","2381-P",93,526.000184523873,"BZVMN","New York","New York","UK","Regional Pumpkin Festival","1234 T","1815 T",5,1,2,"Lady Godiva",238.548836518763,"medium"
"1258","2496-P",25,530.901239928789,"CDGAY","Paris","Texas","UK","National Pumpkin Festival","1567 S","1672 U",289,579,-8,"White Pumpkin",240.771537382671,"medium"
"1259","2705-P",4,517.633188184723,"CVBYW","Nottingham","California","USA","Local Pumpkin Festival","1152 Q","1745 C",276,518,4,"Porcelain Doll",234.754280355884,"medium"
